timestamp,provider_id,provider_name,category,image_id,run_number,e2e_ms,inference_ms,throughput,ram_peak_mb,energy_mwh,model_size_mb,total_tokens,cost_usd,caption_text,model_name,success,error
2025-12-22 00:27:01,florence2_onnx_local,Florence-2 (Local),Local,9891,1,7254.308516,7188.635782,0.1378491137776142,74.57144165039062,,215.0609121322632,11,,A  couple  of  men  loading  luggage  onto  a  car .,Florence-2-base,1,
2025-12-22 00:27:08,florence2_onnx_local,Florence-2 (Local),Local,9891,2,5562.608438,5265.618203,0.1797717763430322,33.46485900878906,30.7177128,215.0609121322632,11,,A  couple  of  men  loading  luggage  onto  a  car .,Florence-2-base,1,
2025-12-22 00:27:15,florence2_onnx_local,Florence-2 (Local),Local,9891,3,4569.189805,4558.648477,0.2188571809614286,49.32081604003906,,215.0609121322632,11,,A  couple  of  men  loading  luggage  onto  a  car .,Florence-2-base,1,
2025-12-22 00:27:22,florence2_onnx_local,Florence-2 (Local),Local,9891,4,4956.425312,4944.332109000001,0.2017583110914433,34.42308044433594,,215.0609121322632,11,,A  couple  of  men  loading  luggage  onto  a  car .,Florence-2-base,1,
2025-12-22 00:27:30,florence2_onnx_local,Florence-2 (Local),Local,9891,5,5475.582773,5461.401053,0.1826289623327368,7.4575347900390625,,215.0609121322632,11,,A  couple  of  men  loading  luggage  onto  a  car .,Florence-2-base,1,
2025-12-21 19:47:46,florence2_onnx_local,Florence-2 (Local),Local,1000,1,6098.049883,6086.504375,0.1639868514010973,74.49331665039062,,215.0609121322632,14,,A  group  of  people  posing  for  a  photo  on  a  tennis  court .,Florence-2-base,1,
2025-12-21 19:47:51,florence2_onnx_local,Florence-2 (Local),Local,1000,2,5456.787461,5134.679531,0.1832580079666035,21.38145446777344,,215.0609121322632,14,,A  group  of  people  posing  for  a  photo  on  a  tennis  court .,Florence-2-base,1,
2025-12-21 19:47:57,florence2_onnx_local,Florence-2 (Local),Local,1000,3,4516.386406,4483.108516,0.2214159529555541,36.9901123046875,29.874402000000003,215.0609121322632,14,,A  group  of  people  posing  for  a  photo  on  a  tennis  court .,Florence-2-base,1,
2025-12-21 19:48:04,florence2_onnx_local,Florence-2 (Local),Local,1000,4,4686.858593,4652.168751,0.2133625284734508,15.761764526367188,,215.0609121322632,14,,A  group  of  people  posing  for  a  photo  on  a  tennis  court .,Florence-2-base,1,
2025-12-21 19:48:11,florence2_onnx_local,Florence-2 (Local),Local,1000,5,4660.1225,4620.34371,0.2145866337204655,36.9588623046875,,215.0609121322632,14,,A  group  of  people  posing  for  a  photo  on  a  tennis  court .,Florence-2-base,1,
2025-12-21 19:48:46,florence2_onnx_local,Florence-2 (Local),Local,1268,1,4473.711055,4380.122578,0.2235280704779446,78.59097290039062,,215.0609121322632,20,,A  woman  taking  a  picture  of  a  sw an  and  a  group  of  people  sitting  on  the  shore .,Florence-2-base,1,
2025-12-21 19:48:53,florence2_onnx_local,Florence-2 (Local),Local,1268,2,5744.489062,5432.225548,0.1740798858187468,42.08999633789063,,215.0609121322632,20,,A  woman  taking  a  picture  of  a  sw an  and  a  group  of  people  sitting  on  the  shore .,Florence-2-base,1,
2025-12-21 19:49:00,florence2_onnx_local,Florence-2 (Local),Local,1268,3,4768.757266,4759.372343999999,0.2096982388115537,28.004653930664062,44.729766000000005,215.0609121322632,20,,A  woman  taking  a  picture  of  a  sw an  and  a  group  of  people  sitting  on  the  shore .,Florence-2-base,1,
2025-12-21 19:49:07,florence2_onnx_local,Florence-2 (Local),Local,1268,4,4563.276328,4551.938711000001,0.2191407944910234,22.738937377929688,,215.0609121322632,20,,A  woman  taking  a  picture  of  a  sw an  and  a  group  of  people  sitting  on  the  shore .,Florence-2-base,1,
2025-12-21 19:49:15,florence2_onnx_local,Florence-2 (Local),Local,1268,5,4569.479141,4557.046797,0.2188433230884946,15.761764526367188,,215.0609121322632,20,,A  woman  taking  a  picture  of  a  sw an  and  a  group  of  people  sitting  on  the  shore .,Florence-2-base,1,
2025-12-21 19:49:53,florence2_onnx_local,Florence-2 (Local),Local,1296,1,6371.012383,6358.207773,0.1569609254988007,78.61831665039062,,215.0609121322632,10,,A  woman  holding  up  a  Hello  Kitty  sign .,Florence-2-base,1,
2025-12-21 19:50:00,florence2_onnx_local,Florence-2 (Local),Local,1296,2,5713.512148,5407.244687,0.1750236936750099,31.246109008789062,44.729766000000005,215.0609121322632,10,,A  woman  holding  up  a  Hello  Kitty  sign .,Florence-2-base,1,
2025-12-21 19:50:07,florence2_onnx_local,Florence-2 (Local),Local,1296,3,4770.093789,4758.861562,0.2096394838831124,15.761764526367188,,215.0609121322632,10,,A  woman  holding  up  a  Hello  Kitty  sign .,Florence-2-base,1,
2025-12-21 19:50:14,florence2_onnx_local,Florence-2 (Local),Local,1296,4,4781.812304,4767.803907,0.2091257323428393,15.761764526367188,,215.0609121322632,10,,A  woman  holding  up  a  Hello  Kitty  sign .,Florence-2-base,1,
2025-12-21 19:50:22,florence2_onnx_local,Florence-2 (Local),Local,1296,5,4895.231328,4884.906914,0.2042804380418444,15.761764526367188,,215.0609121322632,10,,A  woman  holding  up  a  Hello  Kitty  sign .,Florence-2-base,1,
2025-12-21 19:51:18,florence2_onnx_local,Florence-2 (Local),Local,1353,1,4861.076446,4849.81082,0.205715752695653,78.62222290039062,,215.0609121322632,13,,A  group  of  children  riding  a  train  in  a  dark  room .,Florence-2-base,1,
2025-12-21 19:51:23,florence2_onnx_local,Florence-2 (Local),Local,1353,2,5724.418946,5417.949609,0.1746902191180051,26.19854736328125,,215.0609121322632,13,,A  group  of  children  riding  a  train  in  a  dark  room .,Florence-2-base,1,
2025-12-21 19:51:28,florence2_onnx_local,Florence-2 (Local),Local,1353,3,4545.486328,4534.47625,0.2199984617355558,42.71795654296875,14.855364,215.0609121322632,13,,A  group  of  children  riding  a  train  in  a  dark  room .,Florence-2-base,1,
2025-12-21 19:51:34,florence2_onnx_local,Florence-2 (Local),Local,1353,4,4516.519179,4505.72336,0.2214094439473651,22.738937377929688,,215.0609121322632,13,,A  group  of  children  riding  a  train  in  a  dark  room .,Florence-2-base,1,
